Zeit;Kanal A
(ms);(V)

-4,94141405;1,03115800
-4,94131005;1,03115800
-4,94120605;0,98440580
-4,94110205;0,98440580
-4,94099805;1,03115800
-4,94089405;1,03115800
-4,94079005;1,03115800
-4,94068605;1,03115800
-4,94058205;1,03115800
-4,94047805;1,03115800
-4,94037405;1,03115800
-4,94027005;1,07806300
-4,94016605;1,03115800
-4,94006205;1,03115800
-4,93995805;1,07806300
-4,93985405;1,03115800
-4,93975005;1,03115800
-4,93964605;1,03115800
-4,93954205;1,07806300
-4,93943805;1,07806300
-4,93933405;1,03115800
-4,93923005;1,03115800
-4,93912605;1,03115800
-4,93902205;0,98440580
-4,93891805;0,98440580
-4,93881405;0,98440580
-4,93871005;1,03115800
-4,93860605;0,98440580
-4,93850205;1,03115800
-4,93839805;1,03115800
-4,93829405;1,03115800
-4,93819005;1,03115800
-4,93808605;1,03115800
-4,93798205;1,03115800
-4,93787805;1,07806300
-4,93777405;0,98440580
-4,93767005;1,07806300
-4,93756605;1,03115800
-4,93746205;1,03115800
-4,93735805;1,07806300
-4,93725405;1,03115800
-4,93715005;1,03115800
-4,93704605;0,98440580
-4,93694205;1,03115800
-4,93683805;1,03115800
-4,93673405;0,89059420
-4,93663005;1,03115800
-4,93652605;0,93750000
-4,93642205;0,98440580
-4,93631805;0,98440580
-4,93621405;1,03115800
-4,93611005;0,98440580
-4,93600605;0,98440580
-4,93590205;1,03115800
-4,93579805;0,98440580
-4,93569405;0,98440580
-4,93559005;1,03115800
-4,93548605;1,03115800
-4,93538205;0,98440580
-4,93527805;1,03115800
-4,93517405;1,03115800
-4,93507005;0,98440580
-4,93496605;0,98440580
-4,93486205;0,98440580
-4,93475805;0,98440580
-4,93465405;0,98440580
-4,93455005;0,93750000
-4,93444605;0,98440580
-4,93434205;0,98440580
-4,93423805;0,98440580
-4,93413405;0,98440580
-4,93403005;0,98440580
-4,93392605;0,98440580
-4,93382205;0,98440580
-4,93371805;0,98440580
-4,93361405;0,98440580
-4,93351005;1,03115800
-4,93340605;0,98440580
-4,93330205;1,03115800
-4,93319805;0,98440580
-4,93309405;1,03115800
-4,93299005;0,98440580
-4,93288605;0,98440580
-4,93278205;1,03115800
-4,93267805;0,98440580
-4,93257405;0,98440580
-4,93247005;0,98440580
-4,93236605;0,98440580
-4,93226205;0,93750000
-4,93215805;0,98440580
-4,93205405;0,98440580
-4,93195005;0,98440580
-4,93184605;0,98440580
