Zeit;Kanal A
(ms);(V)

-4,90894265;1,07806300
-4,90883865;1,07806300
-4,90873465;1,07806300
-4,90863065;1,07806300
-4,90852665;1,07806300
-4,90842265;1,07806300
-4,90831865;1,07806300
-4,90821465;1,07806300
-4,90811065;1,12496900
-4,90800665;1,07806300
-4,90790265;1,07806300
-4,90779865;1,07806300
-4,90769465;1,07806300
-4,90759065;1,07806300
-4,90748665;1,07806300
-4,90738265;1,07806300
-4,90727865;1,07806300
-4,90717465;1,07806300
-4,90707065;1,07806300
-4,90696665;1,07806300
-4,90686265;1,07806300
-4,90675865;1,07806300
-4,90665465;1,07806300
-4,90655065;1,07806300
-4,90644665;1,12496900
-4,90634265;1,07806300
-4,90623865;1,07806300
-4,90613465;1,07806300
-4,90603065;1,07806300
-4,90592665;1,07806300
-4,90582265;1,07806300
-4,90571865;1,07806300
-4,90561465;1,07806300
-4,90551065;1,12496900
-4,90540665;1,07806300
-4,90530265;1,07806300
-4,90519865;1,07806300
-4,90509465;1,07806300
-4,90499065;1,07806300
-4,90488665;1,07806300
-4,90478265;1,07806300
-4,90467865;1,07806300
-4,90457465;1,07806300
-4,90447065;1,07806300
-4,90436665;1,12496900
-4,90426265;1,03115800
-4,90415865;1,07806300
-4,90405465;1,07806300
-4,90395065;1,07806300
-4,90384665;1,07806300
-4,90374265;1,07806300
-4,90363865;1,07806300
-4,90353465;1,07806300
-4,90343065;1,07806300
-4,90332665;1,07806300
-4,90322265;1,07806300
-4,90311865;1,07806300
-4,90301465;1,07806300
-4,90291065;1,07806300
-4,90280665;1,07806300
-4,90270265;1,07806300
-4,90259865;1,07806300
-4,90249465;1,07806300
-4,90239065;1,07806300
-4,90228665;1,07806300
-4,90218265;1,03115800
-4,90207865;1,07806300
-4,90197465;1,07806300
-4,90187065;1,07806300
-4,90176665;1,07806300
-4,90166265;1,07806300
-4,90155865;1,07806300
-4,90145465;1,07806300
-4,90135065;1,07806300
-4,90124665;1,12496900
-4,90114265;1,07806300
-4,90103865;1,07806300
-4,90093465;1,07806300
-4,90083065;1,07806300
-4,90072665;1,07806300
-4,90062265;1,07806300
-4,90051865;1,07806300
-4,90041465;1,07806300
-4,90031065;1,07806300
-4,90020665;1,07806300
-4,90010265;1,07806300
-4,89999865;1,07806300
-4,89989465;1,07806300
-4,89979065;1,07806300
-4,89968665;1,07806300
-4,89958265;1,07806300
-4,89947865;1,07806300
-4,89937465;1,07806300
-4,89927065;1,07806300
-4,89916665;1,07806300
-4,89906265;1,12496900
-4,89895865;1,07806300
-4,89885465;1,12496900
-4,89875065;1,07806300
-4,89864665;1,07806300
-4,89854265;1,07806300
-4,89843865;1,07806300
-4,89833465;1,07806300
-4,89823065;1,07806300
-4,89812665;1,07806300
-4,89802265;1,07806300
-4,89791865;1,07806300
-4,89781465;1,07806300
-4,89771065;1,07806300
-4,89760665;1,07806300
-4,89750265;1,07806300
-4,89739865;1,07806300
-4,89729465;1,07806300
-4,89719065;1,07806300
-4,89708665;1,07806300
-4,89698265;1,07806300
-4,89687865;1,07806300
-4,89677465;1,07806300
-4,89667065;1,07806300
-4,89656665;1,07806300
-4,89646265;1,07806300
-4,89635865;1,07806300
-4,89625465;1,07806300
-4,89615065;1,07806300
-4,89604665;1,07806300
-4,89594265;1,07806300
-4,89583865;1,07806300
-4,89573465;1,07806300
-4,89563065;1,07806300
-4,89552665;1,07806300
-4,89542265;1,07806300
-4,89531865;1,07806300
-4,89521465;1,07806300
-4,89511065;1,07806300
-4,89500665;1,07806300
-4,89490265;1,07806300
-4,89479865;1,03115800
-4,89469465;1,07806300
-4,89459065;1,07806300
-4,89448665;1,07806300
-4,89438265;1,07806300
-4,89427865;1,07806300
-4,89417465;1,07806300
-4,89407065;1,07806300
-4,89396665;1,07806300
-4,89386265;1,07806300
-4,89375865;1,07806300
-4,89365465;1,07806300
-4,89355065;1,12496900
-4,89344665;1,07806300
-4,89334265;1,07806300
-4,89323865;1,07806300
-4,89313465;1,07806300
-4,89303065;1,07806300
-4,89292665;1,07806300
-4,89282265;1,07806300
-4,89271865;1,07806300
-4,89261465;1,07806300
-4,89251065;1,07806300
-4,89240665;1,07806300
-4,89230265;1,07806300
-4,89219865;1,07806300
-4,89209465;1,07806300
-4,89199065;1,07806300
-4,89188665;1,07806300
-4,89178265;1,07806300
-4,89167865;1,07806300
-4,89157465;1,07806300
-4,89147065;1,07806300
-4,89136665;1,07806300
-4,89126265;1,07806300
-4,89115865;1,07806300
-4,89105465;1,07806300
-4,89095065;1,07806300
-4,89084665;1,07806300
-4,89074265;1,07806300
-4,89063865;1,07806300
-4,89053465;1,07806300
-4,89043065;1,07806300
-4,89032665;1,07806300
-4,89022265;1,07806300
-4,89011865;1,07806300
-4,89001465;1,07806300
-4,88991065;1,07806300
-4,88980665;1,07806300
-4,88970265;1,07806300
-4,88959865;1,07806300
-4,88949465;1,07806300
-4,88939065;1,07806300
-4,88928665;1,07806300
-4,88918265;1,07806300
-4,88907865;1,12496900
-4,88897465;1,07806300
-4,88887065;1,07806300
-4,88876665;1,07806300
